job title,company name,location,skills,links
food & Beverage sales representative -cairo,Food Brand -,"Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Sales/Retail · Outdoor Sales · Communication skills · Food & Beverage · Customer Service · Communication · sales skills · Sales Target,https://wuzzuf.net/jobs/p/XINrb01VBb6N-food-Beverage-sales-representative--cairo-Food-Brand-Cairo-Egypt?o=41&l=sp&t=sj&a=restaurent|search-v3|hpb
,,,,
Cost Accountant - Retail,Confidential -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · Accounting/Finance · Accounting · Communication skills · Cost Accounting · Cost · Finance · Financial Analysis · Reporting · Retail · inventory,https://wuzzuf.net/jobs/p/n3nKRLolwIl3-Cost-Accountant---Retail-Cairo-Egypt?o=42&l=sp&t=sj&a=restaurent|search-v3|hpb
,,,,
IT Manager,Confidential -,"6th of October, Giza, Egypt ",Full TimeManager · 12+ Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · IT · Project Management · Information Technology (IT) · Computer Science · Software · Analysis · Computer Hardware · Technical,https://wuzzuf.net/jobs/p/3MpFG5LLBCco-IT-Manager-Giza-Egypt?o=43&l=sp&t=sj&a=restaurent|search-v3|hpb
,,,,
Sous Chef (Restuarant Chain) - Cairo Festival City CFC (Pastry),Pillars -,"Cairo, Egypt ",Full TimeExperienced · 6 - 10 Yrs of Exp · Hospitality/Hotels/Food Services · Cooking · Sous Chef · Chef,https://wuzzuf.net/jobs/p/iyfGeKtypiXS-Sous-Chef-Restuarant-Chain---Cairo-Festival-City-CFC-Pastry-Pillars-Cairo-Egypt?o=44&l=sp&t=sj&a=restaurent|search-v3|hpb
,,,,
Director of Operations,Somabay -,"Hurghada, Red Sea, Egypt ",Full TimeSenior Management · 10 - 15 Yrs of Exp · Hospitality/Hotels/Food Services · Operations/Management · Customer Service · Hotels · Management · Administration · Tourism · Operations · English · Business Administration,https://wuzzuf.net/jobs/p/aiuJCHh8pRyY-Director-of-Operations-Somabay-Red-Sea-Egypt?o=45&l=sp&t=sj&a=restaurent|search-v3|hpb
,,,,
Channel Developer - Canal,Tagaddod -,"Suez, Suez, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Business Development · Marketing/PR/Advertising · Sales/Retail · Business Development · Sales · sales skills · Selling · Marketing,https://wuzzuf.net/jobs/p/O8oA2n0JjXxK-Channel-Developer---Canal-Tagaddod-Suez-Egypt?o=46&l=sp&t=sj&a=restaurent|search-v3|hpb
,,,,
Channel Developer - Upper Egypt,Tagaddod -,"Assuit, Assiut, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Business Development · Marketing/PR/Advertising · Sales/Retail · Business Development · Sales · sales skills · Selling · Marketing,https://wuzzuf.net/jobs/p/UgO0dNO5XyBL-Channel-Developer---Upper-Egypt-Tagaddod-Assiut-Egypt?o=47&l=sp&t=sj&a=restaurent|search-v3|hpb
,,,,
Channel Developer - Delta,Tagaddod -,"Tanta, Gharbia, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Business Development · Marketing/PR/Advertising · Sales/Retail · Marketing · Sales · sales skills · Selling · Business Development · Modern Trade · HoReCa Sales,https://wuzzuf.net/jobs/p/NdVbp0Xn4nkZ-Channel-Developer---Delta-Tagaddod-Gharbia-Egypt?o=48&l=sp&t=sj&a=restaurent|search-v3|hpb
,,,,
Channel Developer - Cairo,Tagaddod -,"Garden City, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Business Development · Sales/Retail · Business Development · Sales · Selling · Marketing · Sales Skills · English,https://wuzzuf.net/jobs/p/YIXXeTfhF7Yz-Channel-Developer---Cairo-Tagaddod-Cairo-Egypt?o=49&l=sp&t=sj&a=restaurent|search-v3|hpb
,,,,
