job title,company name,location,skills,links
Java Developer,Beshara -,"Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · JavaScript · Software Development · Web Development · Oracle · Agile · CSS,https://wuzzuf.net/jobs/p/Am1Vsj6oJl7Z-Java-Developer-Beshara-Cairo-Egypt?o=30&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
job title,company name,location,skills,links
,,,,
Senior Front End Developer,IMS -,"Rehab City, Cairo, Egypt ",Full TimePart TimeExperienced · 4 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CSS3 · CSS · HTML · Information Technology (IT) · JavaScript · Computer Science · Front end · front-end,https://wuzzuf.net/jobs/p/mpaxLFogQdBG-Senior-Front-End-Developer-IMS-Cairo-Egypt?o=31&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
Full Stack Developer (PHP/React Native),TEBCOM -,"Cairo, Egypt ",Freelance / ProjectExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Laravel · JavaScript · CSS3 · HTML5 · REST · MySQL · Software Development · MVC,https://wuzzuf.net/jobs/p/QTq0GhNLdaMx-Full-Stack-Developer-PHPReact-Native-TEBCOM-Cairo-Egypt?o=32&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
.Net Developer / German Speaker,Musala Soft -,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · Software Engineering · HTML · JavaScript · Software · SQL Server,https://wuzzuf.net/jobs/p/osMa27tTNfkX-Net-Developer-German-Speaker-Musala-Soft-Cairo-Egypt?o=33&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
Technical Consultant,Docusign -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Implementation · Consulting · Software · Java · XML · RESTful APIs · API,https://wuzzuf.net/jobs/p/kyoZcU0E8Y4j-Technical-Consultant-Docusign-Cairo-Egypt?o=34&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
QA Automation Engineer - Cairo,EXALT Technologies -,"Cairo, Egypt ",Full TimeExperienced · 2 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Software Development · Computer Engineering · Information Technology (IT) · Python · Django · Design Patterns · Unit Testing,https://wuzzuf.net/jobs/p/ABHgueDCOkrP-QA-Automation-Engineer---Cairo-EXALT-Technologies-Cairo-Egypt?o=35&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
Senior Full Stack Developer (PHP/React JS),Trufla -,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · HTML5 · Laravel · CMS · Sketch · Figma · InVision · Linux · Computer Science,https://wuzzuf.net/jobs/p/ifOja2o3rXil-Senior-Full-Stack-Developer-PHPReact-JS-Trufla-Cairo-Egypt?o=36&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
PHP Developer,Nano Shield -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · ITIL · Yii · Computer Science · Information Technology (IT) · Software Development · CodeIgniter · CSS3,https://wuzzuf.net/jobs/p/qIIq92LM7duM-PHP-Developer-Nano-Shield-Cairo-Egypt?o=37&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
Software Developer,Premier Services and Recruitment -,"Giza, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Software Engineering · Computer Science · JavaScript · SQL,https://wuzzuf.net/jobs/p/vgDUbQMPDkCt-Software-Developer-Premier-Services-and-Recruitment-Giza-Egypt?o=38&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
Frontend Technical Lead,SSC Egypt -,"Cairo, Egypt ",Full TimeManager · 8 - 10 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · coding · Computer Science · Design · Engineering · Information Technology (IT) · Integration · Lead,https://wuzzuf.net/jobs/p/HBLfDBLI8vEW-Frontend-Technical-Lead-SSC-Egypt-Cairo-Egypt?o=39&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
Backend Developer Node.JS,Kortobaa LLC -,"Alexandria, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Node.js · PHP · Software Development · Engineering · AWS · JavaScript,https://wuzzuf.net/jobs/p/zsknpoNSCqg8-Backend-Developer-NodeJS-Kortobaa-LLC-Alexandria-Egypt?o=40&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
"Senior Front End Developer ""Vue Js """,Squadio -,"Alexandria, Egypt ",Full TimeWork From HomeExperienced · 5 - 17 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Vue.js · Angular · CSS · JavaScript · HTML5 · Software Development · React.js · AJAX,https://wuzzuf.net/jobs/p/8wAbYGl7lEGP-Senior-Front-End-Developer-Vue-Js-Squadio-Alexandria-Egypt?o=41&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
Frontend Developer (Angular/PHP),Kortobaa LLC -,"Alexandria, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AngularJS · Computer Science · Angular · Information Technology (IT) · Software Development · PHP · JavaScript · SEO,https://wuzzuf.net/jobs/p/WmUb2zIleGeZ-Frontend-Developer-AngularPHP-Kortobaa-LLC-Alexandria-Egypt?o=42&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
Full Stack Developer,Confidential -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP Web Development · Full Stack Development · Information Technology (IT) · Computer Science · Angular · CSS · HTML · JavaScript,https://wuzzuf.net/jobs/p/sRIDHlZINha6-Full-Stack-Developer-Cairo-Egypt?o=43&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
Full Stack Developer,GAP CLOUD -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Full Stack · Laravel · Software Development · Computer Science · HTML · CSS · JavaScript · lumen,https://wuzzuf.net/jobs/p/HYtxIiYVNAIQ-Full-Stack-Developer-GAP-CLOUD-Cairo-Egypt?o=44&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
UX Designer,The Concept -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 4 - 7 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Interaction Design · Information Technology (IT) · User Interface (UI) · User Experience · HTML · JavaScript · Telecom Engineering,https://wuzzuf.net/jobs/p/AuRJXKzM1CSj-UX-Designer-The-Concept-Cairo-Egypt?o=45&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
job title,company name,location,skills,links
,,,,
Senior .NET Developer,Taqneen -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 7+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · ASP.Net · SQL · MVC · Software Engineering · Software Development · Information Technology (IT) · HTML5,https://wuzzuf.net/jobs/p/ch7bllbG4DKr-Senior-NET-Developer-Taqneen-Cairo-Egypt?o=46&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
Senior Front End Developer - React JS,Taqneen -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CSS3 · Information Technology (IT) · SEO · React · Software Development · Web Design · JavaScript · JSON,https://wuzzuf.net/jobs/p/nDD7hNTmjKnE-Senior-Front-End-Developer---React-JS-Taqneen-Cairo-Egypt?o=47&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
