job title,company name,location,skills,links
Executive Secretary (Spanish Language),Dallant Middle East -,"Heliopolis, Cairo, Egypt ",Full TimeEntry Level · females_only · Administration · Administration · Spanish · English · Microsoft Office · Office management · Secretary,https://wuzzuf.net/jobs/p/mD4inA4uk0bP-Executive-Secretary-Spanish-Language-Dallant-Middle-East-Cairo-Egypt?o=53&l=sp&t=sj&a=secretary|search-v3|hpb
Executive Secretary,Green Line For Glass Metal Architecture -,"Nasr City, Cairo, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · Administration · Executive Management · Communication · MS Office · Office management · English · Secretary · Administration · Microsoft Office,https://wuzzuf.net/jobs/p/WJKNoziO1zmr-Executive-Secretary-Green-Line-For-Glass-Metal-Architecture-Cairo-Egypt?o=54&l=sp&t=sj&a=secretary|search-v3|hpb
Administrative Coordinator / Secretary,Nahdet Misr Publishing Group -,"Mohandessin, Giza, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · Administration · Secretary · Admin · Administration · Communication skills · Office management · Microsoft Office,https://wuzzuf.net/jobs/p/UubW7V1KZ0VG-Administrative-Coordinator-Secretary-Nahdet-Misr-Publishing-Group-Giza-Egypt?o=55&l=sp&t=sj&a=secretary|search-v3|hpb
Executive Secretary,Jadara -,"Obour City, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · males_only · Administration · Administration · Microsoft Office · Office management · Secretary · Admin Assistant,https://wuzzuf.net/jobs/p/haVxfso6s6qL-Executive-Secretary-Jadara-Cairo-Egypt?o=56&l=sp&t=sj&a=secretary|search-v3|hpb
Secretary,EGY-PT -,"Sheraton, Cairo, Egypt ",Full TimeEntry Level · 1 - 5 Yrs of Exp · females_only · Administration · Microsoft Office · Office management · Secretary · Administration · English,https://wuzzuf.net/jobs/p/HkGTeOmTLAyI-Secretary-EGY-PT-Cairo-Egypt?o=57&l=sp&t=sj&a=secretary|search-v3|hpb
Administrative Secretary,PGS for general supplies Company -,"Agouza, Giza, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Administration · Administration · office · Secretary · Filing · Microsoft Office · Microsoft Office suite · office suite · Office management,https://wuzzuf.net/jobs/p/Xx35NKP4ytev-Administrative-Secretary-PGS-for-general-supplies-Company-Giza-Egypt?o=58&l=sp&t=sj&a=secretary|search-v3|hpb
Secretary,Unitech Contracting and Trading -,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 3 - 4 Yrs of Exp · Administration · Office management · Microsoft Office · Administration · Secretary,https://wuzzuf.net/jobs/p/9POaHABZfIhU-Secretary-Unitech-Contracting-and-Trading-Cairo-Egypt?o=59&l=sp&t=sj&a=secretary|search-v3|hpb
Secretary-Nozha,ShadyPack -,"Nozha, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · females_only · Administration · Customer Service/Support · Microsoft Office · Office management · Secretary · Administration · English,https://wuzzuf.net/jobs/p/XEuELlTpUnlF-Secretary-Nozha-ShadyPack-Cairo-Egypt?o=60&l=sp&t=sj&a=secretary|search-v3|hpb
CEO Personal Assistant,MB for Engineering -,"Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · females_only · Administration · Business Administration · Business Writing · Administration · English · excel · Microsoft · Microsoft Office · office · Office management,https://wuzzuf.net/jobs/p/c9yXHb1rkP2V-CEO-Personal-Assistant-MB-for-Engineering-Giza-Egypt?o=91&l=sp&t=sj&a=secretary|search-v3|hpb
CEO Assistant - Alexandria,RUSH BRUSH INC -,"Alexandria, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Administration · Administration · Office Management · Admin · English · Communication Skills · Management · Business · Interpersonal Skills · Communication,https://wuzzuf.net/jobs/p/ZcLoA03oeFOS-CEO-Assistant---Alexandria-RUSH-BRUSH-INC-Alexandria-Egypt?o=92&l=sp&t=sj&a=secretary|search-v3|hpb
