job title,company name,location,skills,links
Software Developer - C# - Unity - Remotely,NetEra -,"San Stefano, Alexandria, Egypt ",Full TimeWork From HomeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Unity 3D · C# · Agile · Information Technology (IT) · Graphics · Engineering · Software Development · Software Engineering,https://wuzzuf.net/jobs/p/LlOW7ZpqcEGr-Software-Developer---C---Unity---Remotely-NetEra-Alexandria-Egypt?o=24&l=sp&t=sj&a=gaming|search-v3|hpb
Computer Science/Coach,iSchool -,"Nasr City, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Education/Teaching · Training/Instructor · Computer Science · Software Engineering · Coding · Ed-tech · Steam · Stem · STEAM,https://wuzzuf.net/jobs/p/auaBOHMdQdJq-Computer-ScienceCoach-iSchool-Cairo-Egypt?o=25&l=sp&t=sj&a=gaming|search-v3|hpb
Computer Science Coach - Part Time,iSchool -,"Nasr City, Cairo, Egypt ",Part TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Education/Teaching · Training/Instructor · Computer Science · Software Engineering · Coding · Ed-tech · Steam · Stem · STEAM,https://wuzzuf.net/jobs/p/6a3S1racRVKu-Computer-Science-Coach---Part-Time-iSchool-Cairo-Egypt?o=26&l=sp&t=sj&a=gaming|search-v3|hpb
Freelance Unreal Engine Developer,Split-E -,"Cairo, Egypt ",Freelance / ProjectWork From HomeEntry Level · IT/Software Development · unreal · Software Development · Software Engineering · Unreal Engine · Engine · Developer,https://wuzzuf.net/jobs/p/oZtBYR2kVAUh-Freelance-Unreal-Engine-Developer-Split-E-Cairo-Egypt?o=27&l=sp&t=sj&a=gaming|search-v3|hpb
DevOps Engineer,Limbic Entertainment (Cairo Office) -,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · DevOps · Engineering · System Administration · Computer Science · Programming · Software Development · Information Technology (IT) · JIRA,https://wuzzuf.net/jobs/p/SUVqO6lG8yiO-DevOps-Engineer-Limbic-Entertainment-Cairo-Office-Cairo-Egypt?o=28&l=sp&t=sj&a=gaming|search-v3|hpb
Lead UI/UX Designer,Limbic Entertainment (Cairo Office) -,"Heliopolis, Cairo, Egypt ",Full TimeManager · 3+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Ui/ux Design · UI/UX · UI · UX Design · Information Technology (IT) · UX,https://wuzzuf.net/jobs/p/c7VLy3jfx1VT-Lead-UIUX-Designer-Limbic-Entertainment-Cairo-Office-Cairo-Egypt?o=29&l=sp&t=sj&a=gaming|search-v3|hpb
Senior Programmer,Limbic Entertainment (Cairo Office) -,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · R&D/Science · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Development · Engineering · Information Technology (IT) · Unreal Engine · C++,https://wuzzuf.net/jobs/p/D5Aidv7j3Rya-Senior-Programmer-Limbic-Entertainment-Cairo-Office-Cairo-Egypt?o=30&l=sp&t=sj&a=gaming|search-v3|hpb
Unity Developer (on-site),Union Coop -,"Dokki, Giza, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Animation · 3D · Computer Science · Design · Git · Information Technology (IT) · Software Development · Unity,https://wuzzuf.net/jobs/p/afO4n1A5uTFZ-Unity-Developer-on-site-Union-Coop-Giza-Egypt?o=31&l=sp&t=sj&a=gaming|search-v3|hpb
Software Development Team Leader / Senior Full Stack .Net Developer,Smart IT -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 7 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · CSS · jQuery · Software Development · Software · Information Technology (IT) · Web Development · SQL,https://wuzzuf.net/jobs/p/5sk218NIFbqb-Software-Development-Team-Leader-Senior-Full-Stack-Net-Developer-Smart-IT-Cairo-Egypt?o=32&l=sp&t=sj&a=gaming|search-v3|hpb
Sales Advisor - October,XPRS -,"6th of October, Giza, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Customer Service/Support · Sales/Retail · Negotiation · Customer Service · Sales Target · Sales · Apple · Android · iOS · Computer Skills,https://wuzzuf.net/jobs/p/n8lpFNGmYNlj-Sales-Advisor---October-XPRS-Giza-Egypt?o=33&l=sp&t=sj&a=gaming|search-v3|hpb
