job title,company name,location,skills,links
E-Commerce Tech Lead,Dimensions Cloud -,"Nasr City, Cairo, Egypt ",Full TimeManager · 7 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · E-Commerce · Information Technology (IT) · Software · Software Development · PHP · Node.js · React · B2B,https://wuzzuf.net/jobs/p/ZTaaygiSRDEc-E-Commerce-Tech-Lead-Dimensions-Cloud-Cairo-Egypt?o=44&l=sp&t=sj&a=python|search-v3|hpb
Devops Engineer,Techno-Ways -,"Nasr City, Cairo, Egypt ",Full TimeWork From HomeExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · AWS · Computer Science · DevOps · Docker · Engineering · Information Technology (IT) · Git,https://wuzzuf.net/jobs/p/RzoPaMpXSrRg-Devops-Engineer-Techno-Ways-Cairo-Egypt?o=45&l=sp&t=sj&a=python|search-v3|hpb
job title,company name,location,skills,links
Odoo Developer - Remotely (Urgently),Confidential -,"Cairo, Egypt ",Full TimePart TimeWork From HomeEntry Level · 1 - 5 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Python · Odoo · IT · Information Technology (IT) · Computer Science · Telecom Engineering,https://wuzzuf.net/jobs/p/Ud8GKb5NywOt-Odoo-Developer---Remotely-Urgently-Cairo-Egypt?o=46&l=sp&t=sj&a=python|search-v3|hpb
Senior Odoo Developer,Archer Solutions -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Odoo · OpenERP · Python · PostgreSQL · Ubuntu · Github · Computer Engineering · Computer Science,https://wuzzuf.net/jobs/p/0nO05mENLEVC-Senior-Odoo-Developer-Archer-Solutions-Cairo-Egypt?o=47&l=sp&t=sj&a=python|search-v3|hpb
Python Tech Lead,Eastern Enterprise -,"Cairo, Egypt ",Full TimeWork From HomeManager · 8 - 12 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Git · Python · Programming · Software Development · Computer Science · Design · AWS,https://wuzzuf.net/jobs/p/T2ShpO8q8U6v-Python-Tech-Lead-Eastern-Enterprise-Cairo-Egypt?o=48&l=sp&t=sj&a=python|search-v3|hpb
Devops Engineer,KnowledgeNet -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Agile · Computer Engineering · Computer Science · DevOps · Engineering · Information Technology (IT) · JavaScript,https://wuzzuf.net/jobs/p/8Tdpnh0XnXsi-Devops-Engineer-KnowledgeNet-Cairo-Egypt?o=49&l=sp&t=sj&a=python|search-v3|hpb
Robotics & Steam Instructor (for Kids),Edu-Zone -,"Cairo, Egypt ",Full TimePart TimeEntry Level · 0 - 3 Yrs of Exp · Engineering - Mechanical/Electrical · Education/Teaching · Training/Instructor · Arduino · 3D Printing · Instructor · Education · Programming · Mechanical · Robotics,https://wuzzuf.net/jobs/p/DYXOIa3JBCsT-Robotics-Steam-Instructor-for-Kids-Edu-Zone-Cairo-Egypt?o=50&l=sp&t=sj&a=python|search-v3|hpb
QA Automation Engineer - Cairo,EXALT Technologies -,"Cairo, Egypt ",Full TimeExperienced · 2 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Software Development · Computer Engineering · Information Technology (IT) · Python · Django · Design Patterns · Unit Testing,https://wuzzuf.net/jobs/p/ABHgueDCOkrP-QA-Automation-Engineer---Cairo-EXALT-Technologies-Cairo-Egypt?o=51&l=sp&t=sj&a=python|search-v3|hpb
Back-End Developer,Reno Systems -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · Computer Science · Information Technology (IT) · Engineering · Django · Linux · Git · Apache,https://wuzzuf.net/jobs/p/msP51Z7G4yNw-Back-End-Developer-Reno-Systems-Cairo-Egypt?o=52&l=sp&t=sj&a=python|search-v3|hpb
Power BI Developer,Confidential -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 1 - 4 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Analyzing data · Power BI · Powerbi · Data · Information Technology (IT) · Python · Telecom Engineering,https://wuzzuf.net/jobs/p/7JFufOdUk7wT-Power-BI-Developer-Cairo-Egypt?o=53&l=sp&t=sj&a=python|search-v3|hpb
