job title,company name,location,skills,links
English Instructor - 6th of October,4level1 -,"6th of October, Giza, Egypt ",Full TimePart TimeEntry Level · 1 - 2 Yrs of Exp · Education/Teaching · Training/Instructor · Startup · Education · Teaching · Training · ESL · English · Skills · pronunciation,https://wuzzuf.net/jobs/p/rewn2LCyryPR-English-Instructor---6th-of-October-4level1-Giza-Egypt?o=58&l=sp&t=sj&a=english teacher|search-v3|hpb
English Instructor - Shoubra,4level1 -,"Shubra, Cairo, Egypt ",Full TimePart TimeEntry Level · 1 - 2 Yrs of Exp · Education/Teaching · Training/Instructor · Startup · Education · Teaching · Training · ESL · English · Skills · pronunciation,https://wuzzuf.net/jobs/p/rDYaYXtGmiJI-English-Instructor---Shoubra-4level1-Cairo-Egypt?o=59&l=sp&t=sj&a=english teacher|search-v3|hpb
English Instructor - Dokki,4level1 -,"Dokki, Giza, Egypt ",Full TimePart TimeEntry Level · 1 - 2 Yrs of Exp · Education/Teaching · Training/Instructor · Startup · Education · Teaching · Training · ESL · English · Skills · pronunciation,https://wuzzuf.net/jobs/p/7EnyXGXpURqB-English-Instructor---Dokki-4level1-Giza-Egypt?o=60&l=sp&t=sj&a=english teacher|search-v3|hpb
Academic Coach,IQRA Network -,"Cairo, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · Education/Teaching · Academic advisor · Islamic · Quran · Teacher · Counselor · Schools · School Management · Arabic Teaching · Online Teaching,https://wuzzuf.net/jobs/p/4vMawDtn81Tf-Academic-Coach-IQRA-Network-Cairo-Egypt?o=91&l=sp&t=sj&a=english teacher|search-v3|hpb
Mathematics Teachers - Primary and Middle School/High School (French Speaker) - School Year 2022-2023,Groupe Oasis Scolaire -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · Education/Teaching · Teaching · Education · Math · MYP · French,https://wuzzuf.net/jobs/p/Blf0w9DRu7Bp-Mathematics-Teachers---Primary-and-Middle-SchoolHigh-School-French-Speaker---School-Year-2022-2023-Groupe-Oasis-Scolaire-Cairo-Egypt?o=92&l=sp&t=sj&a=english teacher|search-v3|hpb
Science Supervisor,Nahdet Misr Publishing Group -,"Mohandessin, Giza, Egypt ",Full TimeManager · 10 - 15 Yrs of Exp · R&D/Science · Education/Teaching · Science  teacher · educationa content · education development · Leadership · Science · Teaching,https://wuzzuf.net/jobs/p/qeFoqipgQGOH-Science-Supervisor-Nahdet-Misr-Publishing-Group-Giza-Egypt?o=93&l=sp&t=sj&a=english teacher|search-v3|hpb
English Instructor On-Site [Tanta],Hi-Q Academy -,"Tanta, Gharbia, Egypt ",Full TimePart TimeEntry Level · 1+ Yrs of Exp · Education/Teaching · Training/Instructor · Instructor · English · Teaching · Trainer · Course · Academy · Tanta · Gharbia,https://wuzzuf.net/jobs/p/79Zsp0AHsGDJ-English-Instructor-On-Site-Tanta-Hi-Q-Academy-Gharbia-Egypt?o=94&l=sp&t=sj&a=english teacher|search-v3|hpb
School Principal,IVY -,"Cairo, Egypt ",Full TimeManager · 12 - 20 Yrs of Exp · Administration · Operations/Management · Education/Teaching · Administration · Education · Management · Teaching · School · English,https://wuzzuf.net/jobs/p/YeT6Lo9KdKWC-School-Principal-IVY-Cairo-Egypt?o=95&l=sp&t=sj&a=english teacher|search-v3|hpb
Front Desk Officer,Malvern College Egypt -,"Katameya, Cairo, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · females_only · Administration · Customer Service/Support · Administration · Customer Service · Customer Support · Office Management · Receptionist · Communication Skills · Front Office · Front Desk,https://wuzzuf.net/jobs/p/C1wz4dbyEXZJ-Front-Desk-Officer-Malvern-College-Egypt-Cairo-Egypt?o=96&l=sp&t=sj&a=english teacher|search-v3|hpb
Material Art Developer,Leap Development Hub -,"Cairo, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · Creative/Design/Art · Material Design · Artwork · English · Applied Arts · Computer Skills,https://wuzzuf.net/jobs/p/yRALVKUfIygo-Material-Art-Developer-Leap-Development-Hub-Cairo-Egypt?o=97&l=sp&t=sj&a=english teacher|search-v3|hpb
Teaching Assistant (British Curriculum Experience),GEMS Education -,"New Cairo, Cairo, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · Education/Teaching · Teaching · Mathematics · Math · Education · Learning · British Curriculum · English,https://wuzzuf.net/jobs/p/XuL7bbXQCqAR-Teaching-Assistant-British-Curriculum-Experience-GEMS-Education-Cairo-Egypt?o=98&l=sp&t=sj&a=english teacher|search-v3|hpb
