Operations Manager,Webhelp -,"New Cairo, Cairo, Egypt ",Full TimeManager · 10+ Yrs of Exp · Operations/Management · business · Business Development · CRM · Development · English · Leadership · IT · Management · Microsoft Office,https://wuzzuf.net/jobs/p/dt1JEbACZeDU-Operations-Manager-Webhelp-Cairo-Egypt?o=93&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Customer Care Advisor ( Home Based).,_VOIS Egypt -,"Giza, Egypt ",Full TimeShift BasedWork From HomeExperienced · 2+ Yrs of Exp · Customer Service/Support · Customer Service · Customer Care · Customer Support · Home · Customer · Service · Consultant · Call Center · Communication skills,https://wuzzuf.net/jobs/p/EzCzcAITlmQM-Customer-Care-Advisor-Home-Based-VOIS-Egypt-Giza-Egypt?o=94&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Vodafone Ireland Customer care - Remote work,_VOIS Egypt -,"Smart Village, Giza, Egypt ",Full TimeShift BasedWork From HomeEntry Level · 1 - 5 Yrs of Exp · Customer Service/Support · Call Center · Customer Service · Customer Care · Customer Support · Communication skills · English · Communication · Skills,https://wuzzuf.net/jobs/p/yMtOGFKio7xh-Vodafone-Ireland-Customer-care---Remote-work-VOIS-Egypt-Giza-Egypt?o=95&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Customer Care Advisor (Home Based),_VOIS Egypt -,"Giza, Egypt ",Full TimeShift BasedWork From HomeExperienced · 2+ Yrs of Exp · Customer Service/Support · Customer Service · Customer Care · Customer Support · Home · Customer · Service · Consultant · Call Center · Communication skills,https://wuzzuf.net/jobs/p/yyiiv6LG0Y0R-Customer-Care-Advisor-Home-Based-VOIS-Egypt-Giza-Egypt?o=96&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Vodafone Ireland Call Center - Work From Home,_VOIS Egypt -,"Smart Village, Giza, Egypt ",Full TimeShift BasedWork From HomeExperienced · 2 - 4 Yrs of Exp · Customer Service/Support · Customer Support · Customer Care · Customer Service · Call Center · Communication · Communication skills · English · Skills,https://wuzzuf.net/jobs/p/vOHVF0uLdaZn-Vodafone-Ireland-Call-Center---Work-From-Home-VOIS-Egypt-Giza-Egypt?o=97&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Customer Support Advisor IR- Work Remotely,_VOIS Egypt -,"Smart Village, Giza, Egypt ",Full TimeShift BasedWork From HomeEntry Level · 1 - 3 Yrs of Exp · Customer Service/Support · Communication · Customer Care · Customer Service · Customer Support · English · Call Center,https://wuzzuf.net/jobs/p/k3ink1PvUNkH-Customer-Support-Advisor-IR--Work-Remotely-VOIS-Egypt-Giza-Egypt?o=98&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Vodafone IE Call Centre Executive - Home based,_VOIS Egypt -,"Smart Village, Giza, Egypt ",Full TimeShift BasedWork From HomeEntry Level · 1 - 3 Yrs of Exp · Customer Service/Support · Call Centre · Customer Support · Customer Service · Call Center · Communication · English · Customer Care,https://wuzzuf.net/jobs/p/9Wx0vwX7oMYa-Vodafone-IE-Call-Centre-Executive---Home-based-VOIS-Egypt-Giza-Egypt?o=99&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Real Estate Sales Team Leader, Invest In Real Estate Egypt -,"Sheikh Zayed, Giza, Egypt ",Full TimeManager · 3+ Yrs of Exp · Sales/Retail · Sales · Sales Skills · Sales Target · Real Estate Sales · Real Estate · English,https://wuzzuf.net/jobs/p/AyNroHnfE4iI-Real-Estate-Sales-Team-Leader-Invest-In-Real-Estate-Egypt-Giza-Egypt?o=100&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Executive Assistant,Sidra -,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · Administration · Business Development · Customer Service/Support · Administration · English · Assistant · Microsoft Office · Office management · Management · Executive Assistant,https://wuzzuf.net/jobs/p/NphfTcG3FonM-Executive-Assistant-Sidra-Cairo-Egypt?o=101&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
DevOps Team Lead,Trufla -,"Heliopolis, Cairo, Egypt ",Full TimeManager · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Azure · Docker · MySQL · Python · Software Engineering · Information Technology (IT) · Linux,https://wuzzuf.net/jobs/p/bjPMpXuN9kiF-DevOps-Team-Lead-Trufla-Cairo-Egypt?o=102&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
E-Commerce Tech Lead,Dimensions Cloud -,"Nasr City, Cairo, Egypt ",Full TimeManager · 7 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · E-Commerce · Information Technology (IT) · Software · Software Development · PHP · Node.js · React · B2B,https://wuzzuf.net/jobs/p/ZTaaygiSRDEc-E-Commerce-Tech-Lead-Dimensions-Cloud-Cairo-Egypt?o=103&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Senior Java Developer JSF,Confidential -,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Engineering · Information Technology (IT) · Computer Science · Java · JavaScript · JSF · MVC,https://wuzzuf.net/jobs/p/wQPw3I0hoPuV-Senior-Java-Developer-JSF-Cairo-Egypt?o=104&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Call Center Team Lead,Seera Group -,"Mohandessin, Giza, Egypt ",Full TimeManager · 3+ Yrs of Exp · Customer Service/Support · Operations/Management · Tourism/Travel · Amadeus · business · Call Center · Communication · Communication skills · Customer Care · Customer Service,https://wuzzuf.net/jobs/p/EeN3Ce7hPyMI-Call-Center-Team-Lead-Seera-Group-Giza-Egypt?o=105&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
job title,company name,location,skills,links
,,,,
Sourcing Coordinator -HR Department,Concentrix -,"Giza, Egypt ",Full TimeEntry Level · 0 - 1 Yrs of Exp · Administration · Human Resources · Human Resources (HR) · English · Microsoft Excel · Sourcing · Recruitment,https://wuzzuf.net/jobs/p/dQcMqHTjJYF9-Sourcing-Coordinator--HR-Department-Concentrix-Giza-Egypt?o=76&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Senior Sales Executive - French Speaker,Xceed -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Customer Service/Support · Sales/Retail · Customer Service · Sales · Sales Skills · Sales Target · Customer Care · Customer Support · FAO · HRO,https://wuzzuf.net/jobs/p/9SlIchEI2Udw-Senior-Sales-Executive---French-Speaker-Xceed-Cairo-Egypt?o=77&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Spanish Offshore Account Representative (6 - October),Concentrix -,"6th of October, Giza, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · Customer Service/Support · Sales/Retail · Call Center · Customer Care · Customer Service · Customer Support · Data Entry · English · Sales · Sales Support,https://wuzzuf.net/jobs/p/mFL7aqkI7Msc-Spanish-Offshore-Account-Representative-6---October-Concentrix-Giza-Egypt?o=78&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Turkish Offshore Account Representative (6 - October),Concentrix -,"6th of October, Giza, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · Customer Service/Support · Sales/Retail · Call Center · Customer Care · Customer Service · Customer Support · Data Entry · English · Sales · Sales Support,https://wuzzuf.net/jobs/p/8Q6KvEEAo4kf-Turkish-Offshore-Account-Representative-6---October-Concentrix-Giza-Egypt?o=79&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Portuguese Offshore Account Representative (6 - October),Concentrix -,"6th of October, Giza, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · Customer Service/Support · Call Center · Customer Care · Customer Service · Customer Support · Data Entry · English · Sales · Sales Support · Spanish,https://wuzzuf.net/jobs/p/J9tb1UPVLGyr-Portuguese-Offshore-Account-Representative-6---October-Concentrix-Giza-Egypt?o=80&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Italian Offshore Account Representative ( 6 - October / Hurghada),Concentrix -,"6th of October, Giza, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · Customer Service/Support · Call Center · Customer Care · Customer Service · Customer Support · Data Entry · English · Sales · Sales Support · Italian,https://wuzzuf.net/jobs/p/UtUEII4AtaRI-Italian-Offshore-Account-Representative-6---October-Hurghada-Concentrix-Giza-Egypt?o=81&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Customer Advisor German Speaker ( 6 - October / Hurghada),Concentrix -,"6th of October, Giza, Egypt ",Full TimeEntry Level · 0 - 3 Yrs of Exp · Customer Service/Support · Tourism/Travel · German Speakers · Fluent German · Customer Care · Customer Service · Customer Support · English · german · Call Center,https://wuzzuf.net/jobs/p/di4iC19n2FoR-Customer-Advisor-German-Speaker-6---October-Hurghada-Concentrix-Giza-Egypt?o=82&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
French Offshore Account Representative ( 6 - October).,Concentrix -,"6th of October, Giza, Egypt ",Full TimeShift BasedEntry Level · 0 - 5 Yrs of Exp · Customer Service/Support · Customer Service · Customer Care · Customer Support · Call Center · Sales · Contact Center · Tourism · English · French,https://wuzzuf.net/jobs/p/WvG055c1fkMh-French-Offshore-Account-Representative-6---October-Concentrix-Giza-Egypt?o=83&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Talent Acquisition Specialist,DYNINNO Egypt -,"Cairo, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · Human Resources · Human Resources (HR) · Recruitment · Talent Acquisition · Interviewing · English · HR · Hiring · Human Resources · Mass Hiring,https://wuzzuf.net/jobs/p/BNOYLzN3Iadi-Talent-Acquisition-Specialist-DYNINNO-Egypt-Cairo-Egypt?o=84&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Senior Full Stack Developer (PHP/React JS),Trufla -,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · HTML5 · Laravel · CMS · Sketch · Figma · InVision · Linux · Computer Science,https://wuzzuf.net/jobs/p/ifOja2o3rXil-Senior-Full-Stack-Developer-PHPReact-JS-Trufla-Cairo-Egypt?o=85&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Partner Manager,Premier Services and Recruitment -,"Nasr City, Cairo, Egypt ",Full TimeManager · 5 - 8 Yrs of Exp · Sales/Retail · Business Development · Sales · Account Management,https://wuzzuf.net/jobs/p/Q4nkTztd42S1-Partner-Manager-Premier-Services-and-Recruitment-Cairo-Egypt?o=86&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Virtual Executive Assistant,Confidential -,"Toronto, Canada ",Work From HomeExperienced · 5+ Yrs of Exp · Administration · Customer Service/Support · Administration · English · Digital Marketing,https://wuzzuf.net/jobs/p/FiERVbqBjD9s-Virtual-Executive-Assistant-Toronto-Canada?o=87&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Customer Care Consultant ( Work From Home),_VOIS Egypt -,"Giza, Egypt ",Full TimeShift BasedWork From HomeEntry Level · 2+ Yrs of Exp · Customer Service/Support · Customer Service · Customer Care · Customer Support · Home · Customer · Service · Consultant · Call Center · Communication skills,https://wuzzuf.net/jobs/p/Z3RPa0Nkv2LI-Customer-Care-Consultant-Work-From-Home-VOIS-Egypt-Giza-Egypt?o=88&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Embedded Engineer,Smart EGAT -,"Haram, Giza, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · embedded · Embedded Systems · C++ · Communication · Computer Science · Engineering · Information Technology (IT) · Programming,https://wuzzuf.net/jobs/p/HetjdWW1mKRb-Embedded-Engineer-Smart-EGAT-Giza-Egypt?o=89&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Sr. Flutter Developer,Confidential -,"Cairo, Egypt ",Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Android · Computer Science · Development · flutter · iOS · Software Development · Swift · Dart,https://wuzzuf.net/jobs/p/iNPYQvEIiNxO-Sr-Flutter-Developer-Cairo-Egypt?o=90&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
job title,company name,location,skills,links
,,,,
Senior iOS Developer,Meem Development -,"Smouha, Alexandria, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Development · mobile applications · Scrum · Software Development · Software Engineering · Troubleshooting,https://wuzzuf.net/jobs/p/RAHRvnxoiUCJ-Senior-iOS-Developer-Meem-Development-Alexandria-Egypt?o=106&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Graphic Designer/Social Media Specialist,Soft Grow for Information Technologies -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 15 Yrs of Exp · females_only · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Digital Marketing · Design · Graphic Design · Marketing · Social Media · E-Marketing · Google Adwords,https://wuzzuf.net/jobs/p/Mrogm7LRLHci-Graphic-DesignerSocial-Media-Specialist-Soft-Grow-for-Information-Technologies-Cairo-Egypt?o=107&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Account Advisor German Speaker,Concentrix -,"Sofia, Bulgaria ",Full TimeEntry Level · 0 - 3 Yrs of Exp · Customer Service/Support · Tourism/Travel · German Speakers · Fluent German · Customer Care · Customer Service · Customer Support · English · german · Call Center,https://wuzzuf.net/jobs/p/6Vzgib7FEula-Account-Advisor-German-Speaker-Concentrix-Sofia-Bulgaria?o=108&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
People Operations Specialist - Personnel,Centro CDX -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · Human Resources · Labor Law · Insurance · Law · Operations · Payroll · Personnel · Social Insurance · Human Resources (HR) · HR Generalist,https://wuzzuf.net/jobs/p/8aMQp59rI8n2-People-Operations-Specialist---Personnel-Centro-CDX-Cairo-Egypt?o=109&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Sr. Mechanical Maintenance Engineer,National Pipe Company -,"10th of Ramadan City, Cairo, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Mechanical · Mechanical Engineering · Maintenance · Engineering · Factories · Hydraulic · Air Compressors · Compressors,https://wuzzuf.net/jobs/p/1rQO4c6MTVqH-Sr-Mechanical-Maintenance-Engineer-National-Pipe-Company-Cairo-Egypt?o=110&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Protection & Control Specialist,Mantrac -,"Alexandria, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Administration · Customer Service/Support · IT/Software Development · CCTV · Communication · Control · Help desk · Quality Control · Access Control · Communication skills,https://wuzzuf.net/jobs/p/YjHib55yNJQg-Protection-Control-Specialist-Mantrac-Alexandria-Egypt?o=111&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
French Recruitment Specialist,Sykes Enterprises -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 1 - 4 Yrs of Exp · Human Resources · Communication · Conversion · Communication skills · Human Resources (HR) · Microsoft Office · Interviewing · Recruitment · Reporting · Sourcing,https://wuzzuf.net/jobs/p/6Do6WmQV67ZC-French-Recruitment-Specialist-Sykes-Enterprises-Cairo-Egypt?o=112&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Italian Recruitment Coordinator,Sykes Enterprises -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 3 Yrs of Exp · Human Resources · Human Resources (HR) · Recruitment · German · German Recruitment · English · Screening · Call Center · Customer Service · Communication,https://wuzzuf.net/jobs/p/19fREBmfCLJy-Italian-Recruitment-Coordinator-Sykes-Enterprises-Cairo-Egypt?o=113&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Heavy Lifting Engineer Manager,Rady Trans -,"Ameria, Alexandria, Egypt ",Full TimeManager · 7+ Yrs of Exp · males_only · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Engineering - Oil & Gas/Energy · Heavy Equipment · Maintenance · Engineering · Mechanical Engineering · Heavy lifting · Management · Leadership,https://wuzzuf.net/jobs/p/y8mtzJcgNMIz-Heavy-Lifting-Engineer-Manager-Rady-Trans-Alexandria-Egypt?o=114&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Senior Back End Developer (Spring),Algoriza -,"Cairo, Egypt ",Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · Computer Science · Development · Information Technology (IT) · Java · Software Development · Software Engineering · spring Framework,https://wuzzuf.net/jobs/p/UmqKj6vvUt4E-Senior-Back-End-Developer-Spring-Algoriza-Cairo-Egypt?o=115&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Spanish Instructor,La Escuela -,"Nasr City, Cairo, Egypt ",Full TimePart TimeEntry Level · 1 - 2 Yrs of Exp · Education/Teaching · español · Education · Course · Teaching · Instructor · Spanish Teaching,https://wuzzuf.net/jobs/p/V0cMqF88KThF-Spanish-Instructor-La-Escuela-Cairo-Egypt?o=116&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Scrum Master,Trufla -,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Agile · Computer Science · CSM · Development · Information Technology (IT) · Master · Scrum,https://wuzzuf.net/jobs/p/DvwDKucmiOv4-Scrum-Master-Trufla-Cairo-Egypt?o=117&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
System Test Engineer,FlairsTech -,"Cairo, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Computer Science · Engineering · Design · Information Technology (IT) · Git · Java · Selenium,https://wuzzuf.net/jobs/p/2OIiTOfK2I4h-System-Test-Engineer-FlairsTech-Cairo-Egypt?o=118&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Senior Technical Sales Engineer – Software,Caelum Egypt -,"Dokki, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Communication · Computer Science · Information Technology (IT) · Sales · Software Engineering · Software · Software Sales,https://wuzzuf.net/jobs/p/lnIQZFSd0OtH-Senior-Technical-Sales-Engineer-–-Software-Caelum-Egypt-Giza-Egypt?o=119&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Junior Med-Level Software Manual Tester,Confidential -,"Nasr City, Cairo, Egypt ",Full TimeWork From HomeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Software Testing · testitng · Automation Engineering · Automation Testing · Agile · Scrum · Time Management,https://wuzzuf.net/jobs/p/qSosR8XkXynU-Junior-Med-Level-Software-Manual-Tester-Cairo-Egypt?o=120&l=sp&t=sj&a=c  |search-v3|hpb
