job title,company name,location,skills,links
Mechanical Sanitary Site Engineer / Suez,OYK -,"Ain Sokhna, Suez, Egypt ",Full TimeExperienced · 10+ Yrs of Exp · Engineering - Mechanical/Electrical · Mechanical Engineering · Engineering · Communication Skills · TO · Site Engineer,https://wuzzuf.net/jobs/p/wc0MrwcezBSj-Mechanical-Sanitary-Site-Engineer-Suez-OYK-Suez-Egypt?o=42&l=sp&t=sj&a=mechanical enginner|search-v3|hpb
Senior Mechanical Engineer,MUST -,"6th of October, Giza, Egypt ",Full TimeExperienced · 7 - 10 Yrs of Exp · Engineering - Mechanical/Electrical · Engineering · Mechanical Engineering · Mechanical,https://wuzzuf.net/jobs/p/9kJ23LtaxUeD-Senior-Mechanical-Engineer-MUST-Giza-Egypt?o=43&l=sp&t=sj&a=mechanical enginner|search-v3|hpb
Sr. Mechanical Maintenance Engineer,National Pipe Company -,"10th of Ramadan City, Cairo, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Mechanical · Mechanical Engineering · Maintenance · Engineering · Factories · Hydraulic · Air Compressors · Compressors,https://wuzzuf.net/jobs/p/1rQO4c6MTVqH-Sr-Mechanical-Maintenance-Engineer-National-Pipe-Company-Cairo-Egypt?o=44&l=sp&t=sj&a=mechanical enginner|search-v3|hpb
Mechanical Cost Control Engineer,MH-Group -,"Dokki, Giza, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · Engineering - Mechanical/Electrical · Construction · Cost · Mechanical Engineering · Mechanical,https://wuzzuf.net/jobs/p/LD3rxHZswPpF-Mechanical-Cost-Control-Engineer-MH-Group-Giza-Egypt?o=45&l=sp&t=sj&a=mechanical enginner|search-v3|hpb
Mechanical Site Engineer,ASC for Construction and Engineering -,"Badr City, Beheira, Egypt ",Full TimeExperienced · 4 - 5 Yrs of Exp · Engineering - Mechanical/Electrical · Engineering · Mechanical Engineering · Construction,https://wuzzuf.net/jobs/p/TKlJEqM7HlB3-Mechanical-Site-Engineer-ASC-for-Construction-and-Engineering-Beheira-Egypt?o=46&l=sp&t=sj&a=mechanical enginner|search-v3|hpb
Site Mechanical Engineer, AMO-EGY -,"Riyadh, Saudi Arabia ",Full TimeExperienced · 7 - 10 Yrs of Exp · Engineering - Mechanical/Electrical · AutoCAD · Fire Fighting · HVAC · Mechanical Engineering · English · Electrical Engineering · Construction · Maintenance,https://wuzzuf.net/jobs/p/X0CExKCvX2BE-Site-Mechanical-Engineer-AMO-EGY-Riyadh-Saudi-Arabia?o=47&l=sp&t=sj&a=mechanical enginner|search-v3|hpb
Mechanical Engineer,Confidential -,"Alexandria, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · males_only · Engineering - Mechanical/Electrical · Mechanical Engineering · Auto CAD · Solid Work · Engineering · AutoCAD · Revit,https://wuzzuf.net/jobs/p/Ww1uQLojnOXt-Mechanical-Engineer-Alexandria-Egypt?o=48&l=sp&t=sj&a=mechanical enginner|search-v3|hpb
Mechanical Engineer,Confidential -,"Faisal, Giza, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Engineering - Mechanical/Electrical · Engineering · Maintenance · Mechanical · Mechanical Engineering · Power Engineering · Industrial,https://wuzzuf.net/jobs/p/kheIMKL98g9B-Mechanical-Engineer-Giza-Egypt?o=49&l=sp&t=sj&a=mechanical enginner|search-v3|hpb
Mechanical Quality Control Engineer,INTECH -,"6th of October, Giza, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Engineering - Construction/Civil/Architecture · Quality · Engineering - Mechanical/Electrical · Quality Control · Engineering · Quality Assurance · Mechanical Engineering,https://wuzzuf.net/jobs/p/bM7CuzY2ZgSw-Mechanical-Quality-Control-Engineer-INTECH-Giza-Egypt?o=50&l=sp&t=sj&a=mechanical enginner|search-v3|hpb
Mechanical Inspection Engineer,Amreyah Cement - InterCement -,"Alexandria, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Manufacturing/Production · Engineering - Mechanical/Electrical · engineer · Engineering · Inspection · Maintenance · Mechanical Engineering · Mechanical,https://wuzzuf.net/jobs/p/WSY2xnJdXzBo-Mechanical-Inspection-Engineer-Amreyah-Cement---InterCement-Alexandria-Egypt?o=51&l=sp&t=sj&a=mechanical enginner|search-v3|hpb
